author,published_at,updated_at,like_count,text
@MogbulHossain-nc9oj,2023-12-01T13:38:34Z,2023-12-01T13:38:34Z,0,"the Rohingya are fleeing from Bangladesh Refugee camp because the Rohingya left their mother land Arakan to safe their life from the genocide but here in the Bangladesh same like as Myanmar, the kidnaper and terrorist have been kidnaping Rohingya and killing , so the Rohingya are not safe in Bangladesh - Rohingya are fleeing from Bangladesh to search a batter life and life security, freedom of movement."
@aeromediaproduction13,2023-11-27T03:34:30Z,2023-11-27T03:34:30Z,4,"Maaf kami menolak bukan tanpa alasan. <br>Kami hanya bisa membantu sekedar bantuan kelangsungan hidup sebagai wujud rasa kemanusiaan, tidak untuk memberi lahan mereka menetap di negara kami karena berdasarkan undang-undang internasional pun mengatakan hal demikian. Tolong hargai kedaulatan negara kami. 🙏"
@layartanpabatas7094,2023-11-26T01:56:17Z,2023-11-26T01:56:17Z,0,Tolak Rohingya ! Hati2 ini modus bentuk penjajahan gaya baru !<br>Mereka kalau diterima mereka akan menghubungi kawan2nya dan akan lebih banyak lagi yg akan datang kesini.<br>Mereka itu bayar utk kesininya dan bukannya terdampar.<br>Mereka kalau sdh banyak mereka akan menguasai dan mengusir warga lokal seperti yang telah terjadi di Myanmar Malaysia serta contohnya di Palestina !
@martaadinda4105,2023-11-25T17:26:50Z,2023-11-25T17:26:50Z,3,"rohinyah paling suka membuat anak,lihat saja anak mereka banyak"
@sarahmonika575,2023-11-25T15:47:19Z,2023-11-25T15:47:19Z,0,Selamat datang sodara ku rohinya kawtanah aceh kita serumpun rohinya +indon=?pak jokowi beri mereka KTP🤣🤣🤣
@frostgalila8237,2023-11-24T19:29:21Z,2023-11-24T19:29:21Z,0,"If these people go to the Philippines, the terrorist groups here will recruit them. So please dont come in here."
@mattardyantoriyadi,2023-11-24T14:58:37Z,2023-11-24T15:01:19Z,4,"Indonesia, in this current state, simply cannot afford to accept them or any refugees from any countries. Indonesia is not a member of UN refugee convention and we weren&#39;t a member for a clear reason. Thus making us not responsible for their well being, yet somehow every month there will be hundreds if not thousands of them coming to our islands. We are not a rich country. Yes, we do have a trillion gdp but we also have a tons of people, 270 millions of people to be precise that the government must feed and take care. Among those 270 millions, more than 9% of them are still living under national poverty line. It isn&#39;t fair that those immigrants comes to our land and expecting to be fed and taken care by our government yet there are still millions of natural born indonesians that can&#39;t eat, can&#39;t have a proper house and can&#39;t have a sustaining job. Millions. It was earlier this year when we finally able to become an upper middle income country, it was just yesterday we finally had our own universal healthcare. We are still struggling. America, europe, japan, and the other g7 members were all rich and they are also a member of the convention. Australia is also one of them. Go there, not here. It isn&#39;t that we do not want them here, it is just that we simply can&#39;t afford them. If they come 20/30 years from now when we become a high income nation than be my guest or even be my neighbor. But now, with the current conditions, we can&#39;t handle them. Go to malaysia, they&#39;re richer than us, their gdp per capita is significantly higher than us, they have a lot of bangladeshi people reside over there, and they&#39;re also a muslim majority country. With significantly lesser population in malaysia compared to indonesia, i think they can handle rohingya way better than us."
@evanastasah696,2023-11-23T16:37:25Z,2023-11-23T16:37:25Z,1,"Rohingya make many problems in Malaysia<br><br>Stealing , rape , scamming"
@bidadaricomel,2023-11-23T15:14:51Z,2023-11-23T15:14:51Z,0,"Not only indonesia, we also don&#39;t need any rohingya in our country."
@sahrulapriza9519,2023-11-23T15:04:15Z,2023-11-23T15:04:15Z,0,We don&#39;t need trash !❌
@co-linked,2023-11-23T12:42:05Z,2023-11-23T12:42:05Z,3,Setelah perut mereka kenyang kembalikan lagi ke laut
@myo007,2023-11-22T17:43:40Z,2023-11-22T17:43:40Z,9,"They are the people who want to take the whole Myanmar as their land, not just a piece of land , not just Rakhine State and the same to whole Asia, in fact they are all from Bangladesh, their ethnic and background are, Bangladesh cannot control the populations because the biggest problem is that their birth rates are very high, their government cannot control it if they want to stay in power, over crowded there then they created the name Rohingya, some crossed border and stayed inside Myanmar, some were back to camp later during incidents and some in camp they have been to Myanmar because UN feed them and pay them in Bangladesh camp but whole Bangladesh&#39;s country birth rate is very high everything and they take name as from Myanmar, just blame to Myanmar as they are native and they will go to better countries. If million of those  Bengalis live in Indonesia then they will claim that land is their same like they claim whole Rakhine State of Myanmar as theirs, they never enough by giving lands to them, if they got whole Myanmar they will claim again Thailand as theirs as well. If they do birth controls and don&#39;t make troubles in any land they live then they would be ok in Bangladesh and other countries but they don&#39;t, they can be danger to local even in Myanmar. Have you even seem how Myanmar people look alike? Myanmarese are just like Indonesian people, just like Asians but those Bengalis are totally different they are absolutely from Bangladesh, ethnic, language, culture and behavior all the same , there are over 1 million Bengalis still living in Rakhine and other States in Myanmar, go see for yourself there, they are not in danger by State in Myanmar but the are the danger to others just about to any ethnics if not their kind. Already over 160 millions population in Bangladesh alone and million in Myanmar alone and population is still keep booming, most of them cannot even speak Burmese and they don&#39;t know the places well about Myanmar because they have never been to there, in Myanmar every can speak Burmese no matter whatever the ethnic they may be. This thing can&#39;t just blame to Myanmar because they want to dominate the bigger land as they can in whole Asia as per their population grow, they can&#39;t just live peacefully along with any other different ethnics regardless of the religious, look at what had happened in Malaysia. Actual pressure main source should put to    Bangladesh Gov who let them ride boat and allow to have over crowded population, if just blame to Myanmar that problem will not stop and they will keep on coming because land spaces in Bangladesh becomes smaller as they grow more unlimited. Even if give them whole Myanmar they will make massive population again and they still will still keep on coming, what they really want is invasion and better lives. Many of them have more than one wives, regardless of their budgets they will make a lot of children without thinking whether can they support them, main source of problems are Bangladesh, Birth Rate and creation of Rohingya to claim as from Myanmar, if they think Myanmar is not safe then they won&#39;t even live there but they do, live so many of them, some cities like Pyay, Meiktila they are 2nd major populations next to Burmese even more than other ethnics. They will keep coming, many of them, never stop. They will never stop population grow and they will give their burdens to Asia."
@domzz2780,2023-11-22T13:56:19Z,2023-11-22T13:56:19Z,4,indonesia menolak rohingya
@anwarkhairul2600,2023-11-22T13:13:32Z,2023-11-22T13:13:32Z,7,"HATI2 WARGA ACEH....INI SUDAH MAU PEMILU, ORANG ASING BERDATANGAN UTK BANTU KUMPULKAN SUARA. INGAT &amp; WASPADA PERANGKAT APARAT PEMERINTAHAN(ASN) DARI GUBERNUR SAMPE BAWAHAN (DESA) SUDAH TEKEN KONTRAK SAMA SALAH SATU CAWAPRES."
@hanemaruyoru9202,2023-11-22T13:11:40Z,2023-11-22T13:11:40Z,0,"Bunch of filth, as an Indonesian muslim myself, they don&#39;t behave well in other country, they violate local law, physically and verbally abuse our Acehnese people. They also don&#39;t know gratitude in both Indonesia and Malaysia. Malaysia has closed its door for Rohingyas and Indonesia Will follow."
@mursalmahmud969,2023-11-22T12:45:23Z,2023-11-22T12:45:23Z,3,"they re not stranded, but they fled yfrom refugees camp in Banglades, near the border with myanmar."
@dorayap7734,2023-11-22T12:18:15Z,2023-11-22T12:18:15Z,9,They not stranded. They come and want to stay in aceh. But the local people dont want them. They want to kick them out.
@user-cw8fc2dj1g,2023-11-22T11:49:06Z,2023-11-22T11:49:06Z,0,ဘလုပ် ရမှာ လဲ
@user-hb5qp1yx4v,2023-11-22T08:45:02Z,2023-11-22T08:45:02Z,0,🤲🤲🤲🤲🤲🤲
@mikaelkristoforus7020,2023-12-16T13:13:35Z,2023-12-16T13:13:35Z,0,Usir Rohingya jangan biarkan mereka berkembang biak di Indonesia
@mebelkicauinterior,2023-12-16T10:19:47Z,2023-12-16T10:19:47Z,0,Tolong berita ini disampaikan kepada pak wapres ya
@cntadlmdm,2023-12-16T07:47:19Z,2023-12-16T07:47:19Z,0,usirrr
@harnoh4rn0,2023-12-16T06:57:10Z,2023-12-16T06:57:10Z,0,Usir aja dari tanah Indonesia kelak bisa membahayakan anak cucu kita
@isan23,2023-12-16T03:32:36Z,2023-12-16T03:33:37Z,0,"Kalo pengungsi ini buat kacau kya si T*I(Zionis)di palestine,ingat kita punya dayak yg tanpa menyentuh bisa buat orang lain pergi k keun<br>Kekuatan indonesia  gagah berani<br> padang  mahsyar"
@noname-vu5fr,2023-12-16T03:01:52Z,2023-12-16T03:01:52Z,0,Kalau bisa cepat pulangkan debelum mereka merasa nyaman. Jangan pernah mau menerima kaum penjajah berkedok kamanusiaan.
@houseofeldertheroyalcanary1483,2023-12-16T02:36:42Z,2023-12-16T02:36:42Z,0,Usir para penjajah berkedok agama..
@LandeoStore,2023-12-16T00:20:16Z,2023-12-16T00:20:16Z,0,Secepatnya diusir sebelum dia sex  bebas di indonesia  dengarkan kata kata sya  walaupun sya masyarakat gembel  dengarkan suara sya usir cepat sebelum terlambat
@fahmihafidz8465,2023-12-15T13:31:40Z,2023-12-15T13:31:40Z,0,rohinya hewan
@amaulana9044,2023-12-15T11:46:50Z,2023-12-15T11:46:50Z,0,INDONESIA GAK BUTUH MASYARAKAT ROHINGYA
@kasmantahir4819,2023-12-15T09:44:17Z,2023-12-15T09:44:17Z,0,Mungkin mereka ini sekelompok manusia yg dibayar ??? untuk suatu tujuan tertentu.... salah satunya...pemecah konsentrasi  isu palestina dan israel...
@MrAedes_96,2023-12-15T09:19:53Z,2023-12-15T09:19:53Z,0,Masyarakat Rempang di piting dihalau dari kampung halaman mereka. <br>Pengungsi Rohingya pulak di beri makan gratis di gadang2 di beri pulau lagi untuk tempat mereka tinggal. Sesungguhnya pemerintah Indonesia sangat mulia hatinya dengan rumpun barunya.😂😂
@ufairaofficial2505,2023-12-15T05:52:58Z,2023-12-15T05:52:58Z,0,"Ayo Pak Mahfudz, perjuangkan NKRI.."
@arieswibowo3367,2023-12-15T05:50:45Z,2023-12-15T05:50:45Z,0,ya usir laaahh... untuk Rohingya bisa bilang kemanusiaan.. tapi buat rempang melayu kok gk ada kemanusiaan.. padahal itu rakyatnya sendiri
@user-lr2mc8fv3c,2023-12-15T05:12:55Z,2023-12-15T05:12:55Z,0,BELANDA JILID DUA😂😂😂 UJUNG2 NYA ACEH JD BUDAK
@dandiprastiyo5800,2023-12-15T05:08:36Z,2023-12-15T05:08:36Z,0,"Diplomasi kemanusiaan tai, pikir rakyat sendiri aja gak mampu"
@BETAanon,2023-12-15T04:38:34Z,2023-12-15T04:38:34Z,0,"Jangan tertipu<br><a href=""https://youtu.be/Q7eSC-M3d-0?si=AFdqgEt3hk4kvmJu"">https://youtu.be/Q7eSC-M3d-0?si=AFdqgEt3hk4kvmJu</a>"
@fathimahmustika5566,2023-12-15T04:27:55Z,2023-12-15T04:27:55Z,0,"Pak prabowo, gmna keamanan negara kita,,??????TNI Al nya kok tidak berkutik,jls² mereka imigran gelap berkedok pengungsi"
@udinamid,2023-12-15T04:02:57Z,2023-12-15T04:02:57Z,0,"Bersyukurlah kita punya tanah air, sedangkan mereka jadi bangsa teeusir, dimanakah sedikit rasa kemanusiaan kita ketika kita tidak mau menolong mereka yg sedang kesulitan ?"
@jokomokley263,2023-12-15T02:28:08Z,2023-12-15T02:28:08Z,1,"Pemerintah harus tegas,janga sampai mereka para pengungsi membawa suatu wabah pennyakit"
@TUANTAKUR-hy5hj,2023-12-15T01:56:48Z,2023-12-15T01:56:48Z,6,Negri ini kini saatnya belajar dari sejarah dimana sampai hari ini bangsa ini betapa sangat takberdaya menghadapi sepak terjang bani balawi merusak tatanan negri ini dgn modus membela agama...mereka dimasa silam sengaja didatangkan oleh penjajah dari belanda untuk melemahkan perjuangan kaum pribumi...sekarang ditambah lagi dgn mendatangkan bani rohingnya ini adalah modus dari penjajah dari barat melalui pasal2 sakti yg dimiliki oleh pbb...tujuannya untuk mengganggu stabilitas di dlm negri yg berdampak pada pertumbuhan ekonomi dinegara ini agar selalu terpuruk sehingga negri ini selalu menyandang ketergantungan abadi pada dana pinjaman luar negeri.. kita memiliki sumberdaya alam yg berlimpah...namun kita hanya mampu sebagai bangsa peminjam dana  abadi dari luar negeri
@supeniagus8339,2023-12-15T01:23:31Z,2023-12-15T01:24:36Z,0,Lebih cepat lebih baik rohingga kembalikan lgi ke Banglades  kalau engga mau Tenggelamkan aja di Laut
@atiati1717,2023-12-15T01:06:46Z,2023-12-15T01:06:46Z,1,"Pemerintah harus tegas, Pemerintah buatkan tempat khusus buat mereka, pinjamkan 1 pulau yang terisolir buat mereka. pulau yang jauh dari penduduk, suruh UNHCR buat bangunan kebutuhan mereka seperti yang ada di pulau Galang termasuk penjara buat imigran gelap Rohingya yang melakukan pelanggaran dan imigran yang hendak kabur, tugaskan polisi dan tentara secara bergantian untuk mengawasi mereka. semua imigran gelap Rohingya dan pengungsi Rohingya serta Bangladesh yang tersebar di beberapa daerah di Indonesia di satukan di pulau tersebut sampai negara mereka aman. Saya rasa itu TDK akan masalah buat mereka, bukankah alasan mereka lari dari myanmar dan Bangladesh karena keamanan, nahhhh dipulau tersebut nanti mereka akan aman. Kecuali mereka punya niat dan tujuan lain  datang ke Indonesia. Dan Pemerintah yang menentukan bukan mengikuti keinginan mereka yang ingin hidup bebas di tengah tengah masyarakat lokal, dan Pemerintah tidak usah mengikuti keinginan UNHCR yg hanya bisa bawa mereka lalu dilepas begitu saja ditengah tengah masyarakat. Biar para etnis Rohingya berfikir ulang lagi kalau mau datang ke Indonesia. Karena sebenarnya kebanyakan mereka yang datang berharap hidup bebas seperti di Malaysia. Kalau misalnya mereka terisolir, mereka dengan sendirinya akan minta dipulangkan ke negaranya dan yang akan ke Indonesia akan berfikir ulang lagi. Pemerintah harus hati2 ingat pernyataan Benyamin Netanyahu PM Israhell Zionis Nazi, setelah makin hebohnya julid fisabilillah yang dipelopori oleh rakyat Indonesia, Israhell pastinya TDK mau diam Netanyahu mengatakan kalau mereka ingin menjadikan Indonesia seperti Palestina dan terbukti kan setelah pernyataannya, para imigran gelap Rohingya dan Bangladesh berdatangan ke Indonesia. <a href=""http://www.youtube.com/results?search_query=%23nkrihargamati"">#NKRIhargamati</a><br><br>Semua rakyat Indonesia harus bekerja sama untuk melakukan sweeping, kalau tertangkap bawa mereka ke kantor polisi lalu hubungi UNHCR untuk jemput mereka, jangan kasi hati. Biarkan UNHCR dan IOM yang bekerja, jangan cuma taunya terima gaji saja dan ngutil uang donasi"
